,,"Продажа автомобилей ""MB Motors""","Автомобили, Мотоциклы (51) ","
				Продажа автомобилей ""MB Motors""
				ул. ХаГистадрут 33, Хайфа								Тел. 04-6211151, 052-3257457http://mbmotorscar.co.il",http://info24.co.il/coupons/vse-goroda/avtomobili-mototsikly
mailto:laurence_v@nana10.co.il,laurence_v@nana10.co.il,"Агентство по недвижимости ""Надлан Бат Галим""","Услуги (114) ","
				Агентство по недвижимости ""Надлан Бат Галим""
				ул. Ха'Алия ХаШния 40, Хайфа								Тел. 077-4545200, 052-2833249laurence_v@nana10.co.il",http://info24.co.il/coupons/vse-goroda/uslugi/6
mailto:ron567@gmail.com,ron567@gmail.com,"Маклер RE/MAX - Лимор Абрахам","Услуги (114) ","
				Маклер RE/MAX - Лимор Абрахам
				Кирьят Бялик, ул. Керен Хайесод 25								Тел. 052-5000429				Факс. 04-8702342ron567@gmail.comhttp://www.remax-israel.com/myhome",http://info24.co.il/coupons/vse-goroda/uslugi/6
mailto:fima2001@netvision.net.il,fima2001@netvision.net.il,"Агентство по недвижимости ""Форум""","Услуги (114) ","
				Агентство по недвижимости ""Форум""
				ул. Давид Ремез 49, Ашкелон				Skype: efimforum				Тел. +972 8-6756137, +972-77-7977713, +972-52-3959859				Факс. +972-8-6757499fima2001@netvision.net.ilhttp://www.forum-nadlan.com",http://info24.co.il/coupons/vse-goroda/uslugi/6
mailto:7semya@gmail.com,7semya@gmail.com,"Израильская служба знакомств ""Центр СЕМЬЯ""","Услуги (114) ","
				Израильская служба знакомств ""Центр СЕМЬЯ""
				ул. Сахаров 5, 229, Ришон ле-Цион								Тел. 03-71698457semya@gmail.comhttp://7ya.co.il",http://info24.co.il/coupons/vse-goroda/uslugi/6
,,"Игорь - Аэрография, Тюнинг, Мозаика","Услуги (114) ","
				Игорь - Аэрография, Тюнинг, Мозаика
				Маале Адумим								Тел. 054-2033145",http://info24.co.il/coupons/vse-goroda/uslugi/6
,,"Агентство по недвижимости ""REMAX""","Услуги (114) ","
				Агентство по недвижимости ""REMAX""
				ул. Мисгав 17, Кармиэль				(Мааравит)				Тел. 077-4312080/1, 054-7882635, 054-4883183				Факс. 077-4312082 http://www.remax-discovery.com/",http://info24.co.il/coupons/vse-goroda/uslugi/6
mailto:mayminanatalia@gmail.com,mayminanatalia@gmail.com,"Профессиональная фотосъемка новорожденных и детей","Фото/Видео услуги (9) ","
				Профессиональная фотосъемка новорожденных и детей
				Тель-Авив, Гуш Дан								Тел. 052-5778884mayminanatalia@gmail.comhttps://facebook.com/photo.newborn",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
mailto:info@skidki.co.il,info@skidki.co.il,"Реклама в Израиле ""Info24.co.il""","Фото/Видео услуги (9) ","
				Реклама в Израиле ""Info24.co.il""
				Телефоны для рекламодателей:								Тел. 073-7508999, (+972)-73-750-8999info@skidki.co.il",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
,,"Сады ""Ганэй Альмана""","Фото/Видео услуги (9) ","
				Сады ""Ганэй Альмана""
				Джулис-Ярка				(просле т.ц. ""Мерказ Амазон"")				Тел. 052-4318414				Факс. 04-9964760",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
mailto:adminsite@photokonkurs.com,adminsite@photokonkurs.com,"Конкурс фотографий - www.photokonkurs.com - Фотоконкурсы в Интернете","Фото/Видео услуги (9) ","
				Конкурс фотографий - www.photokonkurs.com - Фотоконкурсы в Интернете
				Весь Израильadminsite@photokonkurs.comhttp://www.photokonkurs.com",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
,,"Фотограф в Крайот и Хайфе ""Дани Кей""","Фото/Видео услуги (9) ","
				Фотограф в Крайот и Хайфе ""Дани Кей""
				Крайот								Тел. 052-2414618",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
mailto:mail@photo-alexander.com,mail@photo-alexander.com,"Фотостудия ""Alexander""","Фото/Видео услуги (9) ","
				Фотостудия ""Alexander""
				ул. Дерех Акко 12, Кирьят Бялик								Тел. 04-8405646, 052-2690324				Факс. 04-8405646mail@photo-alexander.comhttp://photo-alexander.com",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
,,"Все для торжеств -""Ladin Company""","Фото/Видео услуги (9) ","
				Все для торжеств -""Ladin Company""
				ул. Хашмаль 1, Кармиэль				(промзона)				Тел. 054-4786169",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
mailto:myeninsdn@netvision.net.il,myeninsdn@netvision.net.il,"Цифровая типография","Фото/Видео услуги (9) ","
				Цифровая типография
				Лохамей ХаГетаот 53, Нагария								Тел. 04-9920333, 04-9000563				Факс. 04-9923427myeninsdn@netvision.net.il",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
mailto:info@photo-perfect.co.il,info@photo-perfect.co.il,"Фотостудия ""Perfect""","Фото/Видео услуги (9) ","
				Фотостудия ""Perfect""
				Иерусалим				(студия работает по всей стране)				Тел. 054-5330977info@photo-perfect.co.ilhttp://www.photo-perfect.co.il",http://info24.co.il/coupons/vse-goroda/foto_video_uslugi
mailto:info@skidki.co.il,info@skidki.co.il,"Реклама в Израиле ""Info24.co.il""","Хобби и увлечения (10) ","
				Реклама в Израиле ""Info24.co.il""
				Телефоны для рекламодателей:								Тел. 073-7508999, (+972)-73-750-8999info@skidki.co.il",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
,,"Рыболовный клуб в Крайот","Хобби и увлечения (10) ","
				Рыболовный клуб в Крайот
				ул. Иерушалайм 29, Кирьят Ям				(рядом с банком ""Дисконт"")				Тел. 04-8715558, 054-4767409",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
mailto:andrei_z@windowslife.com,andrei_z@windowslife.com,"Радиоуправляемые модели ""RC-Pilot""","Хобби и увлечения (10) ","
				Радиоуправляемые модели ""RC-Pilot""
				ул. Йосеф Леви 2, Кирьят Бялик								Тел. 04-8747313, 052-6555092andrei_z@windowslife.com",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
mailto:maof-rc@hotmail.com,maof-rc@hotmail.com,"Радиоуправляемые модели ""Тисан ХаКрайот""","Хобби и увлечения (10) ","
				Радиоуправляемые модели ""Тисан ХаКрайот""
				ул. ХаГистадрут 230, Хайфа								Тел. 04-8406626, 054-6478016maof-rc@hotmail.comhttp://www.maof-rc.co.il",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
,,"Все для рыбалки и дайвинга - ""Альманара""","Хобби и увлечения (10) ","
				Все для рыбалки и дайвинга - ""Альманара""
				ул. Дерех ХаНамаль, Акко				(старый Акко)				Тел. 04-9915848, 050-6440863http://www.almanara-fishing.com",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
,,"Магазин ""Зоомагазин-рыбалка""","Хобби и увлечения (10) ","
				Магазин ""Зоомагазин-рыбалка""
				ул. Моше Цури 18, Акко								Тел. 04-9915585, 04-9915008				Факс. 04-9915585http://www.k-daig.ybay.co.il/",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
,,"Рыболовный магазин ""Рыбалка и охота""","Хобби и увлечения (10) ","
				Рыболовный магазин ""Рыбалка и охота""
				Кфар-Ясиф				(рядом с ливанским рестораном)				Тел. 052-2852280",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
mailto:ronen-76@hotmail.co.il,ronen-76@hotmail.co.il,"Магазин спорттоваров ""Ронен Спорт""","Хобби и увлечения (10) ","
				Магазин спорттоваров ""Ронен Спорт""
				Ярка				(рядом со зданием Совета общины)				Тел. 04-9566333, 050-5679948ronen-76@hotmail.co.il",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
,,"Зоомагазин ""Animal Planet""","Хобби и увлечения (10) ","
				Зоомагазин ""Animal Planet""
				Кфар-Ясиф				(рядом с АЗС ""ПАЗ"")				Тел. 04-9563246, 052-3230373",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
,,"Рыболовный магазин ""Осама Фишинг""","Хобби и увлечения (10) ","
				Рыболовный магазин ""Осама Фишинг""
				ул. Эддин Салах (порт Старого Акко)								Тел. 04-9915552, 04-9915106http://www.osama4fishing.com",http://info24.co.il/coupons/vse-goroda/hobbi-i-uvlecheniya
mailto:info@skidki.co.il,info@skidki.co.il,"Реклама в Израиле ""Info24.co.il""","Хозтовары/Спецмагазины (23) ","
				Реклама в Израиле ""Info24.co.il""
				Телефоны для рекламодателей:								Тел. 073-7508999, (+972)-73-750-8999info@skidki.co.il",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
,,"Все для сада ""Фахд Центер""","Хозтовары/Спецмагазины (23) ","
				Все для сада ""Фахд Центер""
				Маджд Аль-Крум				(восточный въезд)				Тел. 04-9983396				Факс. 04-9881046",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
mailto:info@yerushalmy.co.il,info@yerushalmy.co.il,"Жалюзи, паркет и текстиль ""Йерушальми""","Хозтовары/Спецмагазины (23) ","
				Жалюзи, паркет и текстиль ""Йерушальми""
				ул. ХаХарошет 48, Кармиэль				(промзона, рядом с ""Orange"")				Тел. 04-9888086				Факс. 04-9887824info@yerushalmy.co.ilhttp://www.yerushalmy.co.il",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
mailto:fares5551@walla.com,fares5551@walla.com,"Декор, краски, хозтовары ""Декор 5 Стар""","Хозтовары/Спецмагазины (23) ","
				Декор, краски, хозтовары ""Декор 5 Стар""
				Ярка				(не доезжая до т.ц. ""Мерказ Амазон"", по правой стороне)				Тел. 074-7028098, 054-4928235fares5551@walla.comhttp://decor5star.com",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
mailto:hosam@barak.net.il,hosam@barak.net.il,"Все для офиса ""Кхури Офис""","Хозтовары/Спецмагазины (23) ","
				Все для офиса ""Кхури Офис""
				Кфар-Ясиф				(при въезде со стороны Кабри, по правой стороне)				Тел. 04-9967190				Факс. 04-9965718hosam@barak.net.ilhttp://www.khoury.co.il",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
mailto:artac2008@gmail.com,artac2008@gmail.com,"Товары для художников и Графический дизайн","Хозтовары/Спецмагазины (23) ","
				Товары для художников и Графический дизайн
				ул. ХаХарошет 48, Кармиэль								Тел. 04-9586950, 054-3220983				Факс. 04-9581950artac2008@gmail.com",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
mailto:m-chef.ziv@gmail.com,m-chef.ziv@gmail.com,"Товары для кондитеров и кулинаров","Хозтовары/Спецмагазины (23) ","
				Товары для кондитеров и кулинаров
				ул. ХаХермеш 11, Кармиэль								Тел. 04-9886818m-chef.ziv@gmail.comhttp://m-chef.com",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
,,"Хозяйственный магазин ""Ошер леБайт""","Хозтовары/Спецмагазины (23) ","
				Хозяйственный магазин ""Ошер леБайт""
				ул. Ахи Эйлат 26, Кирьят Хаим								Тел. 050-8521409				Факс. 04-8101501",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
,,"Этническая мебель, сувениры ""Акрам Мансур""","Хозтовары/Спецмагазины (23) ","
				Этническая мебель, сувениры ""Акрам Мансур""
				Исфия				(главная дорога)				Тел. 04-8392333				Факс. 04-8391580",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
,,"Сантехник - инсталлятор в Крайот ""Шимон""","Хозтовары/Спецмагазины (23) ","
				Сантехник - инсталлятор в Крайот ""Шимон""
				ул. Деганиа 30, Кирьят Хаим				(рядом с банком ""Хапоалим"")				Тел. 04-8415870, 050-2460589",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
mailto:technoshlomo@bezeqint.net,technoshlomo@bezeqint.net,"Хозтовары ""Техно Шломо""","Хозтовары/Спецмагазины (23) ","
				Хозтовары ""Техно Шломо""
				ул. ХаХарошет 33, Кармиэль								Тел. 04-9888222, 052-2615843, 052-5268862				Факс. 04-9582971technoshlomo@bezeqint.net",http://info24.co.il/coupons/vse-goroda/hoztovary-spetsmagaziny
